day,status,type,typename,unixtime,nonglicn,nongli,shengxiao,jieqi,weekcn,week1,week3,daynum,weeknum
20201004,1,2,节日,1601740800,八月十八,8月18日,鼠,秋分后,日,Sun,Sunday,277,40
20201005,1,1,假日,1601827200,八月十九,8月19日,鼠,秋分后,一,Mon,Monday,278,41
20201006,1,1,假日,1601913600,八月二十,8月20日,鼠,秋分后,二,Tue,Tuesday,279,41
20201007,1,1,假日,1602000000,八月廿一,8月21日,鼠,秋分后,三,Wed,Wednesday,280,41
20201008,1,1,假日,1602086400,八月廿二,8月22日,鼠,秋分后,四,Thu,Thursday,281,41
20201009,1,0,工作日,1602172800,八月廿三,8月23日,鼠,寒露,五,Fri,Friday,282,41
20201010,1,0,工作日,1602259200,八月廿四,8月24日,鼠,寒露后,六,Sat,Saturday,283,41
20201011,1,1,假日,1602345600,八月廿五,8月25日,鼠,寒露后,日,Sun,Sunday,284,41
20201012,1,0,工作日,1602432000,八月廿六,8月26日,鼠,寒露后,一,Mon,Monday,285,42
20201013,1,0,工作日,1602518400,八月廿七,8月27日,鼠,寒露后,二,Tue,Tuesday,286,42
20201014,1,0,工作日,1602604800,八月廿八,8月28日,鼠,寒露后,三,Wed,Wednesday,287,42
20201015,1,0,工作日,1602691200,八月廿九,8月29日,鼠,寒露后,四,Thu,Thursday,288,42
20201016,1,0,工作日,1602777600,八月三十,8月30日,鼠,寒露后,五,Fri,Friday,289,42
20201017,1,1,假日,1602864000,九月初一,9月1日,鼠,寒露后,六,Sat,Saturday,290,42
20201018,1,1,假日,1602950400,九月初二,9月2日,鼠,寒露后,日,Sun,Sunday,291,42
20201019,1,0,工作日,1603036800,九月初三,9月3日,鼠,寒露后,一,Mon,Monday,292,43
20201020,1,0,工作日,1603123200,九月初四,9月4日,鼠,寒露后,二,Tue,Tuesday,293,43
20201021,1,0,工作日,1603209600,九月初五,9月5日,鼠,寒露后,三,Wed,Wednesday,294,43
20201022,1,0,工作日,1603296000,九月初六,9月6日,鼠,寒露后,四,Thu,Thursday,295,43
20201023,1,0,工作日,1603382400,九月初七,9月7日,鼠,寒露后,五,Fri,Friday,296,43
20201024,1,1,假日,1603468800,九月初八,9月8日,鼠,霜降,六,Sat,Saturday,297,43
20201025,1,1,假日,1603555200,九月初九,9月9日,鼠,霜降后,日,Sun,Sunday,298,43
20201026,1,0,工作日,1603641600,九月初十,9月10日,鼠,霜降后,一,Mon,Monday,299,44
20201027,1,0,工作日,1603728000,九月十一,9月11日,鼠,霜降后,二,Tue,Tuesday,300,44
20201028,1,0,工作日,1603814400,九月十二,9月12日,鼠,霜降后,三,Wed,Wednesday,301,44
20201029,1,0,工作日,1603900800,九月十三,9月13日,鼠,霜降后,四,Thu,Thursday,302,44
20201030,1,0,工作日,1603987200,九月十四,9月14日,鼠,霜降后,五,Fri,Friday,303,44
20201031,1,1,假日,1604073600,九月十五,9月15日,鼠,霜降后,六,Sat,Saturday,304,44
20201101,1,1,假日,1604160000,九月十六,9月16日,鼠,霜降后,日,Sun,Sunday,305,44
20201102,1,0,工作日,1604246400,九月十七,9月17日,鼠,霜降后,一,Mon,Monday,306,45
20201103,1,0,工作日,1604332800,九月十八,9月18日,鼠,霜降后,二,Tue,Tuesday,307,45
20201104,1,0,工作日,1604419200,九月十九,9月19日,鼠,霜降后,三,Wed,Wednesday,308,45
20201105,1,0,工作日,1604505600,九月二十,9月20日,鼠,霜降后,四,Thu,Thursday,309,45
20201106,1,0,工作日,1604592000,九月廿一,9月21日,鼠,霜降后,五,Fri,Friday,310,45
20201107,1,1,假日,1604678400,九月廿二,9月22日,鼠,霜降后,六,Sat,Saturday,311,45
20201108,1,1,假日,1604764800,九月廿三,9月23日,鼠,立冬,日,Sun,Sunday,312,45
20201109,1,0,工作日,1604851200,九月廿四,9月24日,鼠,立冬后,一,Mon,Monday,313,46
20201110,1,0,工作日,1604937600,九月廿五,9月25日,鼠,立冬后,二,Tue,Tuesday,314,46
20201111,1,0,工作日,1605024000,九月廿六,9月26日,鼠,立冬后,三,Wed,Wednesday,315,46
20201112,1,0,工作日,1605110400,九月廿七,9月27日,鼠,立冬后,四,Thu,Thursday,316,46
20201113,1,0,工作日,1605196800,九月廿八,9月28日,鼠,立冬后,五,Fri,Friday,317,46
20201114,1,1,假日,1605283200,九月廿九,9月29日,鼠,立冬后,六,Sat,Saturday,318,46
20201115,1,1,假日,1605369600,十月初一,10月1日,鼠,立冬后,日,Sun,Sunday,319,46
20201116,1,0,工作日,1605456000,十月初二,10月2日,鼠,立冬后,一,Mon,Monday,320,47
20201117,1,0,工作日,1605542400,十月初三,10月3日,鼠,立冬后,二,Tue,Tuesday,321,47
20201118,1,0,工作日,1605628800,十月初四,10月4日,鼠,立冬后,三,Wed,Wednesday,322,47
20201119,1,0,工作日,1605715200,十月初五,10月5日,鼠,立冬后,四,Thu,Thursday,323,47
20201120,1,0,工作日,1605801600,十月初六,10月6日,鼠,立冬后,五,Fri,Friday,324,47
20201121,1,1,假日,1605888000,十月初七,10月7日,鼠,立冬后,六,Sat,Saturday,325,47
20201122,1,1,假日,1605974400,十月初八,10月8日,鼠,立冬后,日,Sun,Sunday,326,47
20201123,1,0,工作日,1606060800,十月初九,10月9日,鼠,小雪,一,Mon,Monday,327,48
20201124,1,0,工作日,1606147200,十月初十,10月10日,鼠,小雪后,二,Tue,Tuesday,328,48
20201125,1,0,工作日,1606233600,十月十一,10月11日,鼠,小雪后,三,Wed,Wednesday,329,48
20201126,1,0,工作日,1606320000,十月十二,10月12日,鼠,小雪后,四,Thu,Thursday,330,48
20201127,1,0,工作日,1606406400,十月十三,10月13日,鼠,小雪后,五,Fri,Friday,331,48
20201128,1,1,假日,1606492800,十月十四,10月14日,鼠,小雪后,六,Sat,Saturday,332,48
20201129,1,1,假日,1606579200,十月十五,10月15日,鼠,小雪后,日,Sun,Sunday,333,48
20201130,1,0,工作日,1606665600,十月十六,10月16日,鼠,小雪后,一,Mon,Monday,334,49
20201201,1,0,工作日,1606752000,十月十七,10月17日,鼠,小雪后,二,Tue,Tuesday,335,49
20201202,1,0,工作日,1606838400,十月十八,10月18日,鼠,小雪后,三,Wed,Wednesday,336,49
20201203,1,0,工作日,1606924800,十月十九,10月19日,鼠,小雪后,四,Thu,Thursday,337,49
20201204,1,0,工作日,1607011200,十月二十,10月20日,鼠,小雪后,五,Fri,Friday,338,49
20201205,1,1,假日,1607097600,十月廿一,10月21日,鼠,小雪后,六,Sat,Saturday,339,49
20201206,1,1,假日,1607184000,十月廿二,10月22日,鼠,小雪后,日,Sun,Sunday,340,49
20201207,1,0,工作日,1607270400,十月廿三,10月23日,鼠,小雪后,一,Mon,Monday,341,50
20201208,1,0,工作日,1607356800,十月廿四,10月24日,鼠,大雪,二,Tue,Tuesday,342,50
20201209,1,0,工作日,1607443200,十月廿五,10月25日,鼠,大雪后,三,Wed,Wednesday,343,50
20201210,1,0,工作日,1607529600,十月廿六,10月26日,鼠,大雪后,四,Thu,Thursday,344,50
20201211,1,0,工作日,1607616000,十月廿七,10月27日,鼠,大雪后,五,Fri,Friday,345,50
20201212,1,1,假日,1607702400,十月廿八,10月28日,鼠,大雪后,六,Sat,Saturday,346,50
20201213,1,1,假日,1607788800,十月廿九,10月29日,鼠,大雪后,日,Sun,Sunday,347,50
20201214,1,0,工作日,1607875200,十月三十,10月30日,鼠,大雪后,一,Mon,Monday,348,51
20201215,1,0,工作日,1607961600,十一月初一,11月1日,鼠,大雪后,二,Tue,Tuesday,349,51
20201216,1,0,工作日,1608048000,十一月初二,11月2日,鼠,大雪后,三,Wed,Wednesday,350,51
20201217,1,0,工作日,1608134400,十一月初三,11月3日,鼠,大雪后,四,Thu,Thursday,351,51
20201218,1,0,工作日,1608220800,十一月初四,11月4日,鼠,大雪后,五,Fri,Friday,352,51
20201219,1,1,假日,1608307200,十一月初五,11月5日,鼠,大雪后,六,Sat,Saturday,353,51
20201220,1,1,假日,1608393600,十一月初六,11月6日,鼠,大雪后,日,Sun,Sunday,354,51
20201221,1,0,工作日,1608480000,十一月初七,11月7日,鼠,大雪后,一,Mon,Monday,355,52
20201222,1,0,工作日,1608566400,十一月初八,11月8日,鼠,冬至,二,Tue,Tuesday,356,52
20201223,1,0,工作日,1608652800,十一月初九,11月9日,鼠,冬至后,三,Wed,Wednesday,357,52
20201224,1,0,工作日,1608739200,十一月初十,11月10日,鼠,冬至后,四,Thu,Thursday,358,52
20201225,1,0,工作日,1608825600,十一月十一,11月11日,鼠,冬至后,五,Fri,Friday,359,52
20201226,1,1,假日,1608912000,十一月十二,11月12日,鼠,冬至后,六,Sat,Saturday,360,52
20201227,1,1,假日,1608998400,十一月十三,11月13日,鼠,冬至后,日,Sun,Sunday,361,52
20201228,1,0,工作日,1609084800,十一月十四,11月14日,鼠,冬至后,一,Mon,Monday,362,53
20201229,1,0,工作日,1609171200,十一月十五,11月15日,鼠,冬至后,二,Tue,Tuesday,363,53
20201230,1,0,工作日,1609257600,十一月十六,11月16日,鼠,冬至后,三,Wed,Wednesday,364,53
